handle_norm,month,award_usd
lanrebayode77,2023-10,2973.8100000000004
hals,2023-10,2972.0099999999998
satyam_sharma,2023-10,2934.85
3docsec,2023-10,2863.92
madalad,2023-10,2797.88
hchang26,2023-10,2724.39
immeas,2023-10,2617.78
zdravkohr,2023-10,2601.42
j4x,2023-10,2579.94
yashar,2023-10,2468.8199999999997
josephdara,2023-10,2390.7799999999997
nmirchev8,2023-10,2363.47
dravee,2023-10,2362.2999999999997
xariextz,2023-10,2342.15
imare,2023-10,2326.97
arz,2023-10,2074.8
adriro,2023-10,2003.66
saintcode_,2023-10,2000.24
squeaky_cactus,2023-10,1989.1000000000001
thekmj,2023-10,1962.39
bauchibred,2023-10,1868.4299999999998
nirlin,2023-10,1833.21
peakbolt,2023-10,1779.6200000000001
jnforja,2023-10,1774.19
shogoki,2023-10,1774.19
falconhoof,2023-10,1773.47
0xhacksmithh,2023-10,1710.8600000000001
btk,2023-10,1688.9
dy,2023-10,1659.88
zero-idea,2023-10,1604.77
shubham,2023-10,1598.5
yanchuan,2023-10,1589.79
jasonxiale,2023-10,1577.56
krace,2023-10,1561.46
eeyore,2023-10,1555.8400000000001
0xthec0der,2023-10,1545.18
kupiasec,2023-10,1517.94
0xmystery,2023-10,1510.81
sm3_ss,2023-10,1502.13
merlin,2023-10,1474.42
mike_bello90,2023-10,1451.8700000000001
udsen,2023-10,1438.89
sathish9098,2023-10,1391.87
7siech,2023-10,1383.8
kutugu,2023-10,1321.4299999999998
toshii,2023-10,1292.59
k42,2023-10,1275.81
haipls,2023-10,1262.9
gumgumzum,2023-10,1259.3600000000001
aymen0909,2023-10,1240.98
trachev,2023-10,1218.1999999999998
0xsmartcontract,2023-10,1177.1
pep7siup,2023-10,1122.85
t0x1c,2023-10,1118.9099999999999
banditx0x,2023-10,1112.65
vagner,2023-10,1071.36
dimulski,2023-10,1063.79
bart1e,2023-10,1047.73
ast3ros,2023-10,1034.99
0xding99ya,2023-10,1019.1899999999999
cccz,2023-10,994.8499999999999
0xanah,2023-10,988.5400000000001
oakcobalt,2023-10,973.83
degensec,2023-10,949.6800000000001
0xbrett8571,2023-10,948.94
chaduke,2023-10,948.44
j4de,2023-10,929.9000000000001
0xwaitress,2023-10,917.26
pechenite,2023-10,884.91
rahul,2023-10,877.35
robert,2023-10,866.18
jck,2023-10,837.3199999999999
tnquanghuy0512,2023-10,835.8499999999999
weed0607,2023-10,810.99
myd,2023-10,808.3499999999999
caventa,2023-10,804.01
vad37,2023-10,784.3499999999999
draiakoo,2023-10,780.17
0xvolcano,2023-10,743.0799999999999
twicek,2023-10,725.3199999999999
pontifex,2023-10,725.02
0xa5df,2023-10,716.76
ayden,2023-10,705.3699999999999
pavankv,2023-10,699.25
radev_sw,2023-10,697.37
zanybonzy,2023-10,657.27
0x1337,2023-10,656.33
jeiwan,2023-10,656.33
leviticus1129,2023-10,656.33
tapir,2023-10,656.33
mert_eren,2023-10,639.56
0xweb3boy,2023-10,630.4300000000001
r0ck3tz,2023-10,628.92
osmanozdemir1,2023-10,628.16
sces60107,2023-10,625.6099999999999
d3e4,2023-10,620.9499999999999
fibonacci,2023-10,620.71
sovaslava,2023-10,618.72
the_kakers,2023-10,616.47
nuthan2x,2023-10,604.23
0xlemon,2023-10,580.51
nonseodion,2023-10,573.63
noro,2023-10,561.65
cartlex_,2023-10,556.91
fouzantanveer,2023-10,555.07
deepkin,2023-10,554.1999999999999
0xbepresent,2023-10,550.69
inallhonesty,2023-10,538.69
critical-or-high,2023-10,525.02
ciphermarco,2023-10,520.42
davidgiladi,2023-10,513.5400000000001
petartolev,2023-10,504.53999999999996
nisedo,2023-10,499.47
0xpiken,2023-10,492.21000000000004
emerald7017,2023-10,473.47
albahaca,2023-10,430.51
ggg_ttt_hhh,2023-10,425.86
hihen,2023-10,418.24
qiuhaoli,2023-10,415.22999999999996
0xprinc,2023-10,414.58000000000004
rekcah,2023-10,412.93
deth,2023-10,407.93999999999994
00xsev,2023-10,398.86
alexfilippov314,2023-10,389.88
emmanuel,2023-10,385.15999999999997
mrudenko,2023-10,384.55999999999995
yumsec,2023-10,377.71
grey-hawk-reach,2023-10,341.06
lokithe5th,2023-10,336.1
c3phas,2023-10,333.84
mahdirostami,2023-10,328.16
0x6d6164616e,2023-10,308.91999999999996
defihacklabs,2023-10,303.39
perseus,2023-10,300.52
limbooo,2023-10,297.06
al-qa-qa,2023-10,295.94
0xstalin,2023-10,295.14000000000004
invitedtea,2023-10,289.75
max10afternoon,2023-10,284.77
jiamin,2023-10,283.24
ramenpeople,2023-10,280.94
brgltd,2023-10,273.57
mohandes,2023-10,273.57
shealtielanz,2023-10,273.57
tsvetanovv,2023-10,273.57
zzzitron,2023-10,273.57
baki,2023-10,266.87
ge6a,2023-10,263.17
johnnytime,2023-10,262.69
kaysoft,2023-10,262.01
0xadrii,2023-10,250.91
leegh,2023-10,249.10999999999999
tendency,2023-10,239.76
caeradenoir,2023-10,236.23
minimalproxy,2023-10,235.13
smiling_heretic,2023-10,233.58
juntao,2023-10,223.11
devival,2023-10,220.89
shaheen,2023-10,215.71
wangxx2026,2023-10,212.73000000000002
cosmic-bee-reach,2023-10,205.39
niser93,2023-10,202.89
p12473,2023-10,199.93
yussecurity,2023-10,197.48999999999998
tadev,2023-10,194.6
ruhum,2023-10,192.93
0xaadi,2023-10,188.9
oualidpro,2023-10,188.5
circlelooper,2023-10,187.5
crunch,2023-10,187.5
rotcivegaf,2023-10,181.51
unique,2023-10,181.35999999999999
darktower,2023-10,179.53
cheatc0d3,2023-10,176.14999999999998
0xhex,2023-10,174.17000000000002
chainsnake,2023-10,172.67000000000002
alexzoid,2023-10,171.84
joaovwfreire,2023-10,170.10999999999999
niroh,2023-10,167.31
phoenixv110,2023-10,166.81
0xalix2,2023-10,166.4
dirk_y,2023-10,166.32000000000002
beosin,2023-10,164.38
neon2835,2023-10,164.28
codeslide,2023-10,162.76
zabihullahazadzoi,2023-10,162.76
cosine,2023-10,161.8
oxsadeeq,2023-10,161.8
fulum,2023-10,157.08999999999997
d1r3wolf,2023-10,152.37
elprofesor,2023-10,150.79
mgf15,2023-10,150.72
sorrynotsorry,2023-10,147.62
castle_chain,2023-10,144.59
bitsurfer,2023-10,144.51
saaj,2023-10,144.14
clara,2023-10,143.91
spark,2023-10,143.22
bugzyvonbuggernaut,2023-10,138.35999999999999
0xblackskull,2023-10,137.89
stryder,2023-10,137.89
zach,2023-10,137.89
serial-coder,2023-10,134.84
jorgect,2023-10,130.82999999999998
team_rocket,2023-10,123.66
kintern_na,2023-10,119.14
mahdikarimi,2023-10,117.57
alpha,2023-10,117.51
omen,2023-10,117.51
prapandey031,2023-10,117.51
bube,2023-10,113.54
dadekuma,2023-10,113.54
ihtishamsudo,2023-10,113.36
polarzero,2023-10,111.37
rishabh,2023-10,109.12
matricksdecoder,2023-10,105.42
infect3d,2023-10,104.36
bird-flu,2023-10,104.19000000000001
0xta,2023-10,103.47
windhustler,2023-10,102.56
nican0r,2023-10,102.21
kral01,2023-10,93.25
marchev,2023-10,90.19
0xpsuedopandit,2023-10,90.07
lukejohn,2023-10,89.25999999999999
saq,2023-10,88.33
stormreckson,2023-10,86.32000000000001
petrichor,2023-10,85.45
aslanbek,2023-10,85.35
raihan,2023-10,79.99000000000001
0xmosh,2023-10,78.27
0x11singh99,2023-10,67.8
foxb868,2023-10,64.53
eigenvectors,2023-10,60.57
kaveyjoe,2023-10,60.01
shamsulhaq123,2023-10,59.120000000000005
digitizeworx,2023-10,56.400000000000006
jauvany,2023-10,56.21
maroutis,2023-10,55.85
niki,2023-10,55.14
0xdice91,2023-10,54.599999999999994
holydevoti0n,2023-10,54.19
ybansal2403,2023-10,51.29
bughunter101,2023-10,49.96
dharma09,2023-10,49.93
topmark,2023-10,49.05
tala7985,2023-10,44.83
wei3erhase,2023-10,41.97
pengun,2023-10,41.66
xiao,2023-10,41.33
cookedcookee,2023-10,40.129999999999995
jp_courses,2023-10,40.129999999999995
zhaojie,2023-10,40.129999999999995
tabriz,2023-10,38.94
sy_s,2023-10,37.879999999999995
danielarmstrong,2023-10,35.61
sandy,2023-10,35.19
arjun16,2023-10,34.79
as,2023-10,31.909999999999997
glcanvas,2023-10,30.46
cu5t0mpeo,2023-10,30.31
m4k2,2023-10,30.3
gizzy,2023-10,29.95
fitro,2023-10,29.759999999999998
3th,2023-10,27.84
kose,2023-10,27.84
cats,2023-10,27.69
naman1778,2023-10,27.27
bdmcbri,2023-10,27.21
funkornaut,2023-10,27.089999999999996
viktor_cortess,2023-10,26.77
pipidu83,2023-10,26.58
00decree,2023-10,26.18
0xsurena,2023-10,26.07
cryptothemex,2023-10,26.07
jacopod,2023-10,25.389999999999997
audinarey,2023-10,25.24
hama,2023-10,25.24
bulletprime,2023-10,24.93
greed,2023-10,24.77
alra,2023-10,23.96
giorgio,2023-10,22.0
collinsoden,2023-10,21.02
jamshed,2023-10,21.02
sivanesh_808,2023-10,21.02
inzinko,2023-10,20.86
xeros,2023-10,20.73
walter,2023-10,20.299999999999997
kodyvim,2023-10,19.85
7ashraf,2023-10,19.71
fatherofblocks,2023-10,19.71
tpiliposian,2023-10,18.330000000000002
marqymarq10,2023-10,18.119999999999997
tricko,2023-10,17.28
0xdetermination,2023-10,17.240000000000002
stackachu,2023-10,16.869999999999997
0xcomfycat,2023-10,16.79
b0g0,2023-10,16.66
audityourcontracts,2023-10,16.37
hyh,2023-10,16.119999999999997
sbsecurity,2023-10,16.119999999999997
ch_301,2023-10,15.78
arabadzhiev,2023-10,15.24
asui,2023-10,15.209999999999999
linkenji,2023-10,14.47
m4ttm,2023-10,14.47
d_auditor,2023-10,14.24
openwide,2023-10,14.0
0xsolus,2023-10,13.98
epistkr,2023-10,13.98
ke1cam,2023-10,13.620000000000001
sandnallani,2023-10,13.12
0xswahili,2023-10,12.16
nailkhalimov,2023-10,12.14
ubl4nk,2023-10,11.120000000000001
kow,2023-10,11.05
0xdemon,2023-10,11.0
threesigma,2023-10,10.98
volodya,2023-10,10.97
0xnev,2023-10,10.69
ro1sharkm,2023-10,10.69
drynooo,2023-10,10.29
josieg_74497,2023-10,10.17
karanctf,2023-10,10.17
phantom,2023-10,10.17
sha_256,2023-10,10.17
adam-idarrha,2023-10,9.95
matrix_0wl,2023-10,9.46
debo,2023-10,8.67
polaris_tow,2023-10,8.67
8olidity,2023-10,8.3
eeshenggoh,2023-10,8.3
okolicodes,2023-10,8.3
danb,2023-10,8.19
codynhat,2023-10,7.4399999999999995
innertia,2023-10,6.91
sl1,2023-10,6.88
tallo,2023-10,6.79
silvermist,2023-10,6.7299999999999995
0xkbl,2023-10,6.67
keykiril,2023-10,6.67
0xgrbr,2023-10,6.46
brakelessak,2023-10,6.46
phenom80,2023-10,6.46
rolezn,2023-10,6.46
yashgoel72,2023-10,6.46
0xasen,2023-10,6.109999999999999
0xarno,2023-10,5.96
0xhunter,2023-10,5.8999999999999995
mojito_auditor,2023-10,5.57
0xmakeouthill,2023-10,5.49
ohm,2023-10,5.49
zac,2023-10,5.49
33bytezzz,2023-10,5.43
chom,2023-10,5.43
100su,2023-10,4.94
borongod,2023-10,4.94
bronzedisc,2023-10,4.94
eurovickk,2023-10,4.94
gkbg,2023-10,4.94
gzeon,2023-10,4.94
icebear,2023-10,4.94
orion,2023-10,4.94
taner2344,2023-10,4.94
wahedtalash77,2023-10,4.94
zpan,2023-10,4.94
almurhasan,2023-10,4.579999999999999
0x_scar,2023-10,4.52
0xg0p1,2023-10,4.52
avci,2023-10,4.52
belisesir,2023-10,4.52
breeje,2023-10,4.52
cryptonue,2023-10,4.52
csanuragjain,2023-10,4.52
imlazy0ne,2023-10,4.52
kkkmmmsk,2023-10,4.52
oxchsyston,2023-10,4.52
pascal,2023-10,4.52
proxy,2023-10,4.52
ptsanev,2023-10,4.52
qpzm,2023-10,4.52
rickard,2023-10,4.52
rokinot,2023-10,4.52
strausses,2023-10,4.52
supersizer0x,2023-10,4.52
young,2023-10,4.52
zach_166,2023-10,4.52
ziyou-,2023-10,4.52
0xjuda,2023-10,3.3899999999999997
turingconsulting,2023-10,2.83
csl,2023-10,2.77
manchasss,2023-10,2.77
nentor,2023-10,2.77
noamyakov,2023-10,2.77
valix,2023-10,2.77
yojeff,2023-10,2.77
talfao,2023-10,1.9999999999999998
flacko,2023-10,1.5299999999999998
soul22,2023-10,1.42
_eperezok,2023-10,1.0899999999999999
christina,2023-10,1.0899999999999999
alexxander,2023-10,0.62
0x180db,2023-10,0.5499999999999999
0x_6a70,2023-10,0.47
amaechieth,2023-10,0.47
bugsfinder0x,2023-10,0.47
delvir0,2023-10,0.47
ocean_sky,2023-10,0.47
timenov,2023-10,0.47
0x175,2023-10,0.15
0xraion,2023-10,0.15
836541,2023-10,0.15
droptpackets,2023-10,0.15
ericwwfcp,2023-10,0.15
ilchovski,2023-10,0.15
kk_krish,2023-10,0.15
neo_granicen,2023-10,0.15
seeques,2023-10,0.15
turvy_fuzz,2023-10,0.08
0xhegel,2023-10,0.06
0xkazim,2023-10,0.06
_nd_koo,2023-10,0.06
am,2023-10,0.06
erictee,2023-10,0.06
halitus,2023-10,0.06
peter,2023-10,0.06
said,2023-10,0.06
zaevlad,2023-10,0.06
danielles0xg,2023-10,0.04
joesan,2023-10,0.04
y4y,2023-10,0.04
0x111,2023-10,0.0
0x656c68616a,2023-10,0.0
0xaleko,2023-10,0.0
0xellipticcurve,2023-10,0.0
0xgeb,2023-10,0.0
0xmango,2023-10,0.0
0xsagetony,2023-10,0.0
0xsmartcontractsamurai,2023-10,0.0
aerialraider,2023-10,0.0
ak1,2023-10,0.0
aldarion,2023-10,0.0
anirruth,2023-10,0.0
blutorque,2023-10,0.0
c0pp3rscr3w3r,2023-10,0.0
darksnow,2023-10,0.0
deft_tt,2023-10,0.0
dethera,2023-10,0.0
fr33rh,2023-10,0.0
he1m,2023-10,0.0
inference,2023-10,0.0
jeff,2023-10,0.0
jesusrod15,2023-10,0.0
kimchi,2023-10,0.0
lfzkoala,2023-10,0.0
mahyar,2023-10,0.0
norah,2023-10,0.0
psb01,2023-10,0.0
shenwilly,2023-10,0.0
slvdev,2023-10,0.0
termohash,2023-10,0.0
vangrim,2023-10,0.0
xalismx,2023-10,0.0
yobiz,2023-10,0.0
zhuying,2023-10,0.0
ladboy233,2023-09,22461.829999999998
d4r3d3v1l,2023-09,17118.75
ciphermarco,2023-09,11839.23
alexfilippov314,2023-09,11324.58
testerbot,2023-09,10783.76
0xstalin,2023-09,10211.59
alexxander,2023-09,8485.23
nobody2018,2023-09,7889.320000000001
rvierdiiev,2023-09,6889.43
3docsec,2023-09,6739.11
arz,2023-09,6566.59
mrpotatomagic,2023-09,5981.43
hals,2023-09,4150.12
adriro,2023-09,4057.5200000000004
lsaudit,2023-09,3568.44
bin2chen,2023-09,3377.45
0x3b,2023-09,3271.79
bauchibred,2023-09,3170.61
gkrastenov,2023-09,3000.05
ast3ros,2023-09,2979.6299999999997
twicek,2023-09,2481.36
ether_sky,2023-09,2451.87
jaraxxus,2023-09,2398.19
0xpiken,2023-09,2024.1299999999999
j4x,2023-09,1827.68
merlin,2023-09,1821.1599999999999
nirlin,2023-09,1758.9699999999998
udsen,2023-09,1622.2900000000002
pontifex,2023-09,1348.8
jasonxiale,2023-09,1343.77
aymen0909,2023-09,1287.3999999999999
castle_chain,2023-09,1282.18
sathish9098,2023-09,1281.8899999999999
koolex,2023-09,1278.56
pfapostol,2023-09,1274.92
hchang26,2023-09,1272.53
spicymeatball,2023-09,1234.25
tendency,2023-09,1167.23
0xdetermination,2023-09,1161.45
imtybik,2023-09,1155.8799999999999
dadekuma,2023-09,1118.51
0xnev,2023-09,1075.8500000000001
brenzee,2023-09,1023.63
0xasen,2023-09,1021.5400000000001
qiuhaoli,2023-09,965.75
maanas,2023-09,940.01
inspecktor,2023-09,929.93
pep7siup,2023-09,927.1
breeje,2023-09,879.02
mert_eren,2023-09,868.89
catellatech,2023-09,853.77
peakbolt,2023-09,852.8199999999999
tapir,2023-09,814.28
josephdara,2023-09,792.11
santipu_,2023-09,786.38
benrai,2023-09,778.38
delvir0,2023-09,771.3
sces60107,2023-09,729.4499999999999
0xthec0der,2023-09,719.41
barw,2023-09,683.97
kaveyjoe,2023-09,661.02
ch_301,2023-09,533.61
degensec,2023-09,533.61
k42,2023-09,498.6
kodyvim,2023-09,496.07
hunter_w3b,2023-09,474.5
baki,2023-09,451.09
kow,2023-09,419.58000000000004
0xbrett8571,2023-09,399.78000000000003
rokinot,2023-09,375.28999999999996
pavankv,2023-09,367.08000000000004
said,2023-09,360.08
seerether,2023-09,335.69
cats,2023-09,335.49
3agle,2023-09,332.18
0xfuje,2023-09,321.8
p0wd3r,2023-09,311.51
minhtrng,2023-09,310.95
pessimistic,2023-09,309.05
33bytezzz,2023-09,309.02
lokithe5th,2023-09,306.81
0xmystery,2023-09,304.27
davidgiladi,2023-09,301.28
0xding99ya,2023-09,291.47
kutugu,2023-09,277.13
0xsmartcontract,2023-09,269.01
bowtiedvirus,2023-09,265.68
klau5,2023-09,263.31
neumo,2023-09,255.13
blutorque,2023-09,252.94
gumgumzum,2023-09,252.47
invitedtea,2023-09,243.33
m4ttm,2023-09,235.76999999999998
pwnstars,2023-09,235.12
threesigma,2023-09,235.12
c3phas,2023-09,223.89
deth,2023-09,217.25
banditx0x,2023-09,216.92
oakcobalt,2023-09,211.73000000000002
defihacklabs,2023-09,202.85
norah,2023-09,202.85
deadrxsezzz,2023-09,198.48
dirk_y,2023-09,198.48
turvy_fuzz,2023-09,198.48
dedohwale,2023-09,196.22
jayshreeram,2023-09,196.22
0xprinc,2023-09,185.96
krisapostolov,2023-09,179.76
t1moh,2023-09,172.17000000000002
chaduke,2023-09,163.01000000000002
nmirchev8,2023-09,158.54000000000002
satyam_sharma,2023-09,157.23
windhustler,2023-09,145.41
codegpt,2023-09,139.94000000000003
0xkazim,2023-09,132.86
0xrobsol,2023-09,132.86
ravikiranweb3,2023-09,132.86
berlin-101,2023-09,129.32999999999998
flora,2023-09,129.32999999999998
mahdirostami,2023-09,129.32999999999998
aycozynfada,2023-09,124.96
sl1,2023-09,124.96
0xhacksmithh,2023-09,123.75
perseverancesuccess,2023-09,119.60999999999999
0xadrii,2023-09,118.41999999999999
ayden,2023-09,113.04
naman1778,2023-09,112.07
matrix_0wl,2023-09,97.33
jamshed,2023-09,95.42999999999999
wahedtalash77,2023-09,95.02
hihen,2023-09,93.88
zdravkohr,2023-09,89.28
0xta,2023-09,87.94
sy_s,2023-09,87.94
zabihullahazadzoi,2023-09,87.94
raihan,2023-09,85.27
kral01,2023-09,85.12
limbooo,2023-09,79.32
marqymarq10,2023-09,78.3
0xanah,2023-09,78.19
dharma09,2023-09,78.19
jck,2023-09,78.19
oualidpro,2023-09,78.19
rolezn,2023-09,78.19
sm3_ss,2023-09,78.19
tabriz,2023-09,78.19
pipidu83,2023-09,72.64
0xsagetony,2023-09,64.28999999999999
ihtishamsudo,2023-09,58.620000000000005
debo,2023-09,57.95
devabdee,2023-09,57.72
0xtiwa,2023-09,54.91
icebear,2023-09,54.8
0xweb3boy,2023-09,53.879999999999995
0xhelium,2023-09,51.4
vagner,2023-09,50.54
0xgrbr,2023-09,50.43
0xklh,2023-09,50.43
0xpacelli,2023-09,50.43
bitsurfer,2023-09,50.43
maslarovk,2023-09,50.43
pengun,2023-09,50.43
phantasmagoria,2023-09,50.43
albertwh1te,2023-09,50.08
yongskiws,2023-09,50.08
saaj,2023-09,48.36
grearlake,2023-09,47.48
omen,2023-09,46.91
0xwaitress,2023-09,45.849999999999994
0xblackskull,2023-09,45.17
fulum,2023-09,44.5
versiyonbir,2023-09,42.92
lodelux,2023-09,40.13
kingnft,2023-09,39.31
wangxx2026,2023-09,39.2
eurovickk,2023-09,38.93
sandy,2023-09,38.72
jauvany,2023-09,38.61
littlebeast,2023-09,38.61
oxsadeeq,2023-09,38.61
0xaadi,2023-09,38.47
7ashraf,2023-09,38.47
sanketkogekar,2023-09,38.47
al88nsk,2023-09,36.64
pina,2023-09,36.64
xariextz,2023-09,36.64
krace,2023-09,36.01
emerald7017,2023-09,34.69
fouzantanveer,2023-09,34.69
foxb868,2023-09,34.69
mohammedrizwan,2023-09,33.99
sovaslava,2023-09,32.87
jkoppel,2023-09,32.85
stormreckson,2023-09,32.76
adm,2023-09,32.27
dethera,2023-09,32.27
sbsecurity,2023-09,32.27
tsvetanovv,2023-09,32.27
peanuts,2023-09,30.3
alexweb3,2023-09,30.16
imare,2023-09,30.16
n1punp,2023-09,30.16
daniel526,2023-09,30.05
nadin,2023-09,30.05
ptsanev,2023-09,30.05
aamir,2023-09,29.29
ziyou-,2023-09,29.18
0x11singh99,2023-09,27.46
kek,2023-09,25.79
notechbg,2023-09,25.79
unsafesol,2023-09,25.79
ustas,2023-09,25.79
viktor_cortess,2023-09,25.79
yanchuan,2023-09,25.79
0xsurena,2023-09,25.68
aba,2023-09,25.68
abaikunanbaev,2023-09,25.68
audinarey,2023-09,25.68
audityourcontracts,2023-09,25.68
bronze_pickaxe,2023-09,25.68
danielarmstrong,2023-09,25.68
joshuajee,2023-09,25.68
saneryee,2023-09,25.68
shaflow2,2023-09,25.68
soul22,2023-09,25.68
topmark,2023-09,25.68
twcctop,2023-09,25.68
zhaojie,2023-09,25.68
armedgoose,2023-09,21.61
albahaca,2023-09,21.22
0xe1d,2023-09,18.85
bube,2023-09,18.85
mahdikarimi,2023-09,18.85
ayo_dev,2023-09,17.71
clara,2023-09,17.71
koxuan,2023-09,17.71
sivanesh_808,2023-09,17.71
btk,2023-09,17.27
radev_sw,2023-09,17.24
orion,2023-09,15.950000000000001
terrancrypt,2023-09,15.84
0xlook,2023-09,12.79
alexzoid,2023-09,12.79
bughunter101,2023-09,12.79
fatherofblocks,2023-09,12.79
jolah1,2023-09,12.79
jp_courses,2023-09,12.79
kaysoft,2023-09,12.79
m_rassska,2023-09,12.79
mrudenko,2023-09,12.79
0xrststn,2023-09,11.58
black_box_dd,2023-09,11.58
its_basu,2023-09,11.58
jorgect,2023-09,11.58
miquinho,2023-09,11.58
0xdemon,2023-09,11.47
0xstriker,2023-09,11.47
bareli,2023-09,11.47
c0pp3rscr3w3r,2023-09,11.47
cartlex_,2023-09,11.47
danieltan_metatrust,2023-09,11.47
dinesh11g,2023-09,11.47
franklin,2023-09,11.47
john,2023-09,11.47
lanrebayode77,2023-09,11.47
myd,2023-09,11.47
niroh,2023-09,11.47
sentry,2023-09,11.47
te_aut,2023-09,11.47
v1235816,2023-09,11.47
viraz,2023-09,11.47
zims,2023-09,11.47
0xhex,2023-09,9.75
jeffy,2023-09,9.75
petrichor,2023-09,9.75
saq,2023-09,9.75
ybansal2403,2023-09,9.75
0x6980,2023-09,7.08
0xanmol,2023-09,7.08
0xpanicerror,2023-09,7.08
dev0cloo,2023-09,7.08
lalanda,2023-09,7.08
ohm,2023-09,7.08
hama,2023-09,4.48
joaovwfreire,2023-09,4.48
tangyuanshen,2023-09,4.48
0xdice91,2023-09,4.37
0xfusion,2023-09,4.37
0xmosh,2023-09,4.37
0xscourgedev,2023-09,4.37
d3e4,2023-09,4.37
e0d1n,2023-09,4.37
ge6a,2023-09,4.37
glcanvas,2023-09,4.37
inzinko,2023-09,4.37
jnforja,2023-09,4.37
lotux,2023-09,4.37
maroutis,2023-09,4.37
mirror,2023-09,4.37
nisedo,2023-09,4.37
sashik_eth,2023-09,4.37
spyboy,2023-09,4.37
squeaky_cactus,2023-09,4.37
tonisives,2023-09,4.37
tricko,2023-09,4.37
vagrant,2023-09,4.37
y4y,2023-09,4.37
0x180db,2023-09,0.11
_eperezok,2023-09,0.11
gztttt,2023-09,0.11
john_femi,2023-09,0.11
noro,2023-09,0.11
oada,2023-09,0.11
stuxy,2023-09,0.11
tank,2023-09,0.11
zambody,2023-09,0.11
zzzitron,2023-09,0.11
peritoflores,2023-09,0.03
milotruck,2023-08,64280.65
dirk_y,2023-08,30354.25
said,2023-08,26792.379999999997
he1m,2023-08,18739.09
immeas,2023-08,18367.51
banditx0x,2023-08,16701.04
sashik_eth,2023-08,16585.68
bitminds,2023-08,16199.43
ladboy233,2023-08,13509.85
3docsec,2023-08,13416.570000000002
peakbolt,2023-08,10393.3
kow,2023-08,9986.619999999999
daniel526,2023-08,9842.64
pep7siup,2023-08,9254.17
rvierdiiev,2023-08,9136.17
mert_eren,2023-08,8930.789999999999
akshaysrivastav,2023-08,8556.539999999999
kingnft,2023-08,8535.6
xuwinnie,2023-08,8261.62
carrotsmuggler,2023-08,8205.07
toshii,2023-08,7419.110000000001
0x73696d616f,2023-08,6916.719999999999
t1moh,2023-08,5386.66
0xrobocop,2023-08,5264.41
sathish9098,2023-08,5255.99
juancito,2023-08,5224.46
voyvoda,2023-08,4892.68
3agle,2023-08,4500.08
deadrxsezzz,2023-08,4473.01
catellatech,2023-08,4384.3
lokithe5th,2023-08,4371.95
ktg,2023-08,4079.3599999999997
kutugu,2023-08,4007.1600000000003
yanchuan,2023-08,4002.37
bart1e,2023-08,3777.82
zzzitron,2023-08,3697.3199999999997
gallodasballo,2023-08,3696.67
hals,2023-08,3592.87
nobody2018,2023-08,3543.1600000000003
0xding99ya,2023-08,3440.46
nadin,2023-08,3313.37
vagner,2023-08,3232.03
haipls,2023-08,3226.37
spicymeatball,2023-08,3105.6
nemveer,2023-08,3087.94
__141345__,2023-08,3073.82
krace,2023-08,3058.39
bronze_pickaxe,2023-08,3014.31
bin2chen,2023-08,2917.2000000000003
0xcomfycat,2023-08,2912.7599999999998
0xdetermination,2023-08,2910.56
0xmystery,2023-08,2897.25
mrpotatomagic,2023-08,2743.8
ch_301,2023-08,2736.67
ak1,2023-08,2718.65
0xsmartcontract,2023-08,2665.09
oakcobalt,2023-08,2655.2
hchang26,2023-08,2585.46
udsen,2023-08,2581.97
mirror,2023-08,2558.99
c3phas,2023-08,2490.4300000000003
libratus,2023-08,2478.48
grey-hawk-reach,2023-08,2449.3
itsnio,2023-08,2424.85
adriro,2023-08,2395.2
0xnev,2023-08,2388.37
ether_sky,2023-08,2377.37
vad37,2023-08,2318.7
14si2o_flint,2023-08,2229.88
auditsea,2023-08,2213.42
gzeon,2023-08,2174.66
franfran,2023-08,2133.21
prapandey031,2023-08,2092.05
testerbot,2023-08,2067.1
pontifex,2023-08,2066.34
evo,2023-08,2065.2
markus_ether,2023-08,2043.78
d3e4,2023-08,1933.59
mohammedrizwan,2023-08,1905.04
volodya,2023-08,1899.71
plainshift,2023-08,1884.01
k42,2023-08,1732.72
mojito_auditor,2023-08,1688.35
chaduke,2023-08,1655.46
benrai,2023-08,1614.16
qiuhaoli,2023-08,1595.95
josephdara,2023-08,1575.83
0xthec0der,2023-08,1442.01
rolezn,2023-08,1437.1599999999999
0xbepresent,2023-08,1379.07
red-lotus-reach,2023-08,1362.91
codegpt,2023-08,1229.43
jeiwan,2023-08,1175.28
yuki,2023-08,1141.79
0xstalin,2023-08,1125.2500000000002
ast3ros,2023-08,1124.92
angry_mustache_man,2023-08,1114.7
glcanvas,2023-08,1067.33
0xsolus,2023-08,1055.8999999999999
0x3b,2023-08,1053.68
hunter_w3b,2023-08,1049.96
adm,2023-08,1044.2
tendency,2023-08,1034.76
nirlin,2023-08,1031.85
osmanozdemir1,2023-08,1018.92
skodi,2023-08,966.8
0xhacksmithh,2023-08,966.46
0xbranded,2023-08,903.6999999999999
brenzee,2023-08,866.92
hhk,2023-08,863.8599999999999
lsaudit,2023-08,846.26
jck,2023-08,796.56
jorgect,2023-08,788.99
team_flibit,2023-08,758.3
limbooo,2023-08,746.0400000000001
georgypetrov,2023-08,737.19
0xanah,2023-08,722.75
0kage,2023-08,719.15
twicek,2023-08,695.61
nikki,2023-08,650.79
